prime,word_index,kernel_length,full_scalar_identity,full_delta_match,strict_visible_x_power,strict_block_length,has_proper_non_scalar_precursor,has_any_prefix_power_hit,min_proper_prefix_power_hit,min_any_prefix_power_hit,num_proper_prefix_power_hits,num_prefix_power_hits,factor_period_length,source_class,sources,kernel_factor_ids
3,833,25,True,False,False,,True,True,2,2,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,17 13 20 13 10 13 4 13 20 17 22 17 13 10 13 8 13 11 13 10 16 13 11 12 8
3,834,25,True,False,False,,True,True,2,2,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,17 13 21 7 4 13 4 13 7 11 13 10 2 2 13 4 13 20 13 10 16 13 8 13 18
3,835,25,True,False,False,,True,True,23,23,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,17 16 13 11 13 10 13 8 13 11 22 17 22 13 10 13 4 13 20 13 10 16 13 6 9
3,836,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,17 16 13 20 13 10 13 4 13 20 17 22 17 13 10 13 8 13 11 13 11 16 16 2 2
3,837,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,17 19 8 13 4 16 13 11 13 10 13 8 2 2 13 20 13 7 10 13 8 13 20 13 4
3,838,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,17 19 8 13 8 13 20 13 7 10 16 13 4 2 13 11 13 10 13 8 16 13 7 10 2
3,839,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,17 19 8 13 8 16 13 20 13 10 13 4 2 2 13 11 13 7 10 13 4 13 11 13 4
3,840,25,True,False,False,,True,True,22,22,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,17 22 2 13 10 13 8 13 7 20 13 10 2 2 13 8 13 11 13 10 16 13 4 13 18
3,841,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,17 22 13 7 10 13 8 13 20 13 10 13 6 6 6 8 13 20 13 10 13 8 13 7 21
3,842,25,True,False,False,,True,True,23,23,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,18 8 13 20 13 10 13 8 13 7 20 17 13 7 10 13 4 13 11 13 10 13 7 1 18
3,843,25,True,False,False,,True,True,24,24,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,18 8 16 13 20 13 10 13 4 13 20 17 22 17 13 10 13 8 13 11 13 10 16 13 20
3,844,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,19 1 1 4 13 11 13 10 13 4 13 7 11 22 13 7 10 13 8 13 20 13 11 16 2
3,845,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,19 1 4 13 11 13 10 13 4 13 7 11 22 13 7 10 13 8 13 20 13 11 16 2 2
3,846,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,19 1 4 16 13 11 13 10 13 8 13 11 22 17 22 13 10 13 4 13 20 13 20 16 16
3,847,25,True,False,False,,True,True,1,1,2,3,25,kernel_db,burau-experiments/src/kernel_db.json,19 4 3 4 13 20 13 10 13 10 13 4 13 11 22 13 10 2 13 8 13 11 13 7 7
3,848,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,19 4 13 11 13 10 13 4 13 7 11 22 13 7 10 13 8 13 20 13 11 16 2 2 2
3,849,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,19 4 16 13 11 13 10 13 8 13 11 22 17 22 13 10 13 4 13 20 13 20 16 16 2
3,850,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,19 6 6 8 13 20 13 10 13 8 13 7 20 17 13 7 10 13 4 13 11 13 10 13 18
3,851,25,True,False,False,,True,True,1,1,2,3,25,kernel_db,burau-experiments/src/kernel_db.json,19 6 8 13 20 13 10 13 8 13 7 20 17 13 7 10 13 4 13 11 13 10 13 1 18
3,852,25,True,False,False,,True,True,1,1,2,3,25,kernel_db,burau-experiments/src/kernel_db.json,19 7 1 4 13 11 13 10 13 4 13 7 11 22 13 7 10 13 8 13 20 13 20 12 8
3,853,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,19 7 4 2 2 13 4 13 20 13 10 16 13 8 13 21 21 11 13 10 13 4 13 7 7
3,854,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,19 7 4 2 13 6 8 13 11 13 10 2 13 6 8 13 11 13 10 2 13 6 8 13 7
3,855,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,19 7 4 13 4 13 7 11 13 10 2 2 13 4 13 20 13 10 16 13 8 13 21 21 7
3,856,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,19 7 4 13 4 13 21 11 13 7 10 16 13 4 13 20 13 10 2 13 8 16 13 7 7
3,857,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,19 7 4 13 6 8 2 13 11 13 10 13 6 8 2 13 11 13 10 13 6 8 2 13 7
3,858,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,19 7 4 13 6 8 13 21 20 13 10 13 8 16 13 11 19 7 4 13 4 13 10 13 7
3,859,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,19 7 4 13 8 2 13 20 17 13 10 13 4 13 10 13 20 13 20 16 12 8 13 7 7
3,860,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,19 7 4 13 10 13 4 13 11 19 7 4 16 13 8 13 20 13 21 10 13 6 8 13 7
3,861,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,19 7 4 13 10 13 8 13 20 17 13 10 2 13 4 13 20 13 7 20 16 12 8 13 7
3,862,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,19 7 4 13 11 13 10 13 4 13 7 11 22 13 7 10 13 8 13 20 13 20 12 8 2
3,863,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,19 7 7 4 13 4 13 11 13 21 21 10 13 8 16 13 20 13 10 13 4 2 2 13 7
3,864,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,19 7 7 4 16 13 4 13 20 13 10 2 13 8 16 13 7 11 13 10 13 4 13 21 7
3,865,25,True,False,False,,True,True,1,1,2,3,25,kernel_db,burau-experiments/src/kernel_db.json,19 7 8 13 20 13 10 13 8 13 7 20 17 13 7 10 13 4 13 11 13 10 3 1 18
3,866,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,19 7 8 16 13 4 13 20 13 10 2 13 8 16 13 7 11 13 10 13 4 13 21 10 2
3,867,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,19 7 8 16 13 20 13 10 13 4 13 20 17 22 17 13 10 13 8 13 11 13 20 16 13
3,868,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,19 7 10 13 8 13 20 13 10 13 6 6 6 8 13 20 13 10 13 8 13 7 20 17 22
3,869,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,19 7 11 2 16 3 4 13 20 13 10 13 10 13 4 13 11 22 13 10 2 13 8 13 7
3,870,25,True,False,False,,True,True,1,1,2,3,25,kernel_db,burau-experiments/src/kernel_db.json,19 8 13 20 13 10 13 8 13 7 20 17 13 7 10 13 4 13 11 13 10 13 1 1 18
3,871,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,19 8 16 13 20 13 10 13 4 13 20 17 22 17 13 10 13 8 13 11 13 10 16 13 18
3,872,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,19 10 13 4 16 13 11 13 10 13 8 2 2 13 20 13 7 10 13 8 13 20 13 21 6
3,873,25,True,False,False,,True,True,1,1,2,3,25,kernel_db,burau-experiments/src/kernel_db.json,19 10 13 8 13 20 13 7 10 16 13 4 2 13 11 13 10 13 8 16 13 7 20 13 6
3,874,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,19 10 13 8 16 13 20 13 10 13 4 2 2 13 11 13 7 10 13 4 13 11 13 21 6
3,875,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,19 10 13 11 13 10 13 4 13 7 11 22 13 7 10 13 8 13 20 13 20 12 8 2 2
3,876,25,True,False,False,,True,True,1,1,2,3,25,kernel_db,burau-experiments/src/kernel_db.json,19 10 13 20 13 10 13 8 13 7 20 17 13 7 10 13 4 13 11 13 10 3 1 1 18
3,877,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,19 10 16 13 11 13 10 13 8 13 11 22 17 22 13 10 13 4 13 20 13 11 16 12 8
3,878,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,19 10 16 13 20 13 10 13 4 13 20 17 22 17 13 10 13 8 13 11 13 10 16 3 18
3,879,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,19 11 2 16 3 4 13 7 20 13 10 13 4 2 13 11 22 13 10 13 8 13 10 13 7
3,880,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,19 11 13 8 13 1 4 13 20 13 10 13 10 13 8 13 20 15 7 8 16 13 4 13 7
3,881,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,19 11 13 8 13 4 13 11 13 7 10 16 13 8 2 13 20 13 10 13 4 16 13 7 7
3,882,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,19 11 13 8 13 8 13 20 17 13 21 10 13 8 13 20 17 13 21 10 13 8 13 20 13
3,883,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,19 11 13 10 13 4 13 7 11 13 10 2 2 13 4 13 20 13 10 16 13 8 13 21 6
3,884,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,19 11 22 13 4 13 8 16 13 20 13 10 13 4 2 2 13 11 13 7 10 13 4 13 7
3,885,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,19 20 13 10 13 8 13 7 20 13 10 2 2 13 8 13 11 13 10 16 13 4 13 21 6
3,886,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,19 21 7 8 13 8 13 21 11 22 13 10 13 8 13 21 11 22 13 10 13 8 13 21 7
3,887,25,True,False,False,,True,True,1,1,2,3,25,kernel_db,burau-experiments/src/kernel_db.json,19 21 10 13 4 16 13 11 13 10 13 8 2 2 13 20 13 7 10 13 8 13 20 13 6
3,888,25,True,False,False,,True,True,1,1,2,3,25,kernel_db,burau-experiments/src/kernel_db.json,19 21 10 13 8 16 13 20 13 10 13 4 2 2 13 11 13 7 10 13 4 13 11 13 6
3,889,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,19 21 20 13 4 13 4 13 11 22 13 21 10 13 4 13 11 22 13 21 10 13 4 13 7
3,890,25,True,False,False,,True,True,1,1,2,3,25,kernel_db,burau-experiments/src/kernel_db.json,20 2 13 10 13 8 13 7 20 13 10 2 2 13 8 13 11 13 10 16 13 4 13 21 11
3,891,25,True,False,False,,True,True,1,1,3,4,25,kernel_db,burau-experiments/src/kernel_db.json,20 2 13 21 10 13 8 13 20 13 7 10 16 13 4 2 13 11 13 10 13 8 16 13 1
3,892,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,20 3 4 13 7 20 13 10 13 4 2 13 11 22 13 10 13 8 13 10 13 11 13 10 2
3,893,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,20 3 4 13 20 13 10 13 10 13 4 13 11 22 13 10 2 13 8 13 11 13 7 10 2
3,894,25,True,False,False,,True,True,1,1,2,3,25,kernel_db,burau-experiments/src/kernel_db.json,20 6 8 13 20 13 10 13 8 13 7 20 17 13 7 10 13 4 13 11 13 10 13 7 4
3,895,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,20 8 13 20 13 10 13 8 13 7 20 17 13 7 10 13 4 13 11 13 10 13 7 1 4
3,896,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,20 13 4 13 4 13 11 13 7 10 16 13 8 2 13 20 13 10 13 4 16 13 7 11 3
3,897,25,True,False,False,,True,True,1,1,3,4,25,kernel_db,burau-experiments/src/kernel_db.json,20 13 4 13 4 16 13 11 13 10 13 8 2 2 13 20 13 7 10 13 8 13 20 13 11
3,898,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,20 13 4 13 8 13 20 13 7 10 16 13 4 2 13 11 13 10 13 8 16 13 7 20 3
3,899,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,20 13 4 13 8 13 20 17 13 21 10 13 8 13 20 17 13 21 10 13 8 13 20 17 3
3,900,25,True,False,False,,True,True,1,1,2,3,25,kernel_db,burau-experiments/src/kernel_db.json,20 13 4 13 8 16 13 20 13 10 13 4 2 2 13 11 13 7 10 13 4 13 11 13 11
3,901,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,20 13 10 13 8 13 21 11 22 13 10 13 8 13 21 11 22 13 10 13 8 13 21 11 2
3,902,25,True,False,False,,True,True,1,1,2,3,25,kernel_db,burau-experiments/src/kernel_db.json,20 13 21 7 8 13 8 13 7 20 13 10 2 2 13 8 13 11 13 10 16 13 4 13 11
3,903,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,20 13 21 10 13 4 13 11 22 13 21 10 13 4 13 11 22 13 21 10 13 4 13 11 2
3,904,25,True,False,False,,True,True,1,1,2,3,25,kernel_db,burau-experiments/src/kernel_db.json,20 16 13 20 13 10 13 4 13 20 17 22 17 13 10 13 8 13 11 13 10 16 13 7 18
3,905,25,True,False,False,,True,True,1,1,2,3,25,kernel_db,burau-experiments/src/kernel_db.json,20 17 2 13 10 13 4 13 7 11 13 10 2 2 13 4 13 20 13 10 16 13 8 13 11
3,906,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,20 17 13 8 13 4 16 13 11 13 10 13 8 2 2 13 20 13 7 10 13 8 13 20 3
3,907,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,20 17 13 8 13 8 16 13 20 13 10 13 4 2 2 13 11 13 7 10 13 4 13 11 3
3,908,25,True,False,False,,True,True,1,1,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,20 17 22 2 13 10 13 8 13 7 20 13 10 2 2 13 8 13 11 13 10 16 13 4 3
3,909,25,True,False,False,,True,True,22,22,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,21 1 1 4 13 11 13 10 13 4 13 7 11 22 13 7 10 13 8 13 20 13 10 13 8
3,910,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,21 1 4 13 11 13 10 13 4 13 7 11 22 13 7 10 13 8 13 20 13 10 13 6 8
3,911,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,21 1 4 16 13 11 13 10 13 8 13 11 22 17 22 13 10 13 4 13 20 13 10 16 16
3,912,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,21 4 13 11 13 10 13 4 13 7 11 22 13 7 10 13 8 13 20 13 10 13 6 6 8
3,913,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,21 4 16 13 11 13 10 13 8 13 11 22 17 22 13 10 13 4 13 20 13 10 16 13 8
3,914,25,True,False,False,,True,True,22,22,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,21 6 6 8 13 20 13 10 13 8 13 7 20 17 13 7 10 13 4 13 11 13 10 13 4
3,915,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,21 6 8 13 20 13 10 13 8 13 7 20 17 13 7 10 13 4 13 11 13 10 13 1 4
3,916,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,21 6 8 16 13 20 13 10 13 4 13 20 17 22 17 13 10 13 8 13 11 13 10 16 16
3,917,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,21 7 1 4 13 11 13 10 13 4 13 7 11 22 13 7 10 13 8 13 20 13 10 12 8
3,918,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,21 7 4 13 4 13 7 11 13 10 2 2 13 4 13 20 13 10 16 13 8 13 21 21 1
3,919,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,21 7 4 13 4 13 21 11 13 7 10 16 13 4 13 20 13 10 2 13 8 16 13 7 1
3,920,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,21 7 4 13 8 2 13 20 17 13 10 13 4 13 10 13 20 13 20 16 12 8 13 7 1
3,921,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,21 7 4 13 11 13 10 13 4 13 7 11 22 13 7 10 13 8 13 20 13 10 12 6 8
3,922,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,21 7 4 16 13 11 13 10 13 8 13 11 22 17 22 13 10 13 4 13 20 13 11 16 12
3,923,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,21 7 6 8 13 20 13 10 13 8 13 7 20 17 13 7 10 13 4 13 11 13 10 3 4
3,924,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,21 7 7 4 16 13 4 13 20 13 10 2 13 8 16 13 7 11 13 10 13 4 13 21 1
3,925,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,21 7 7 8 16 13 8 13 11 13 10 2 13 4 16 13 7 20 13 10 13 8 13 21 6
3,926,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,21 7 8 2 2 13 8 13 11 13 10 16 13 4 13 21 21 20 13 10 13 8 13 7 6
3,927,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,21 7 8 13 8 13 7 20 13 10 2 2 13 8 13 11 13 10 16 13 4 13 21 21 6
3,928,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,21 7 8 13 20 13 10 13 8 13 7 20 17 13 7 10 13 4 13 11 13 10 3 1 4
3,929,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,21 7 8 16 13 20 13 10 13 4 13 20 17 22 17 13 10 13 8 13 11 13 20 16 3
3,930,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,21 7 10 13 4 13 11 13 10 13 1 1 1 4 13 11 13 10 13 4 13 7 11 22 16
3,931,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,21 7 10 13 8 13 20 13 10 13 6 6 6 8 13 20 13 10 13 8 13 7 20 17 16
3,932,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,21 8 13 20 13 10 13 8 13 7 20 17 13 7 10 13 4 13 11 13 10 13 1 1 4
3,933,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,21 8 16 13 20 13 10 13 4 13 20 17 22 17 13 10 13 8 13 11 13 10 16 13 4
3,934,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,21 10 13 4 13 11 13 10 13 1 1 1 4 13 11 13 10 13 4 13 7 11 22 13 10
3,935,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,21 10 13 4 13 20 13 10 16 13 6 8 16 13 20 13 10 13 4 13 20 17 22 17 16
3,936,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,21 10 13 8 13 11 13 10 16 13 1 4 16 13 11 13 10 13 8 13 11 22 17 22 16
3,937,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,21 10 13 8 13 20 13 10 13 6 6 6 8 13 20 13 10 13 8 13 7 20 17 13 10
3,938,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,21 10 13 20 13 10 13 8 13 7 20 17 13 7 10 13 4 13 11 13 10 3 1 1 4
3,939,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,21 10 16 13 11 13 10 13 8 13 11 22 17 22 13 10 13 4 13 20 13 10 16 12 8
3,940,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,21 10 16 13 20 13 10 13 4 13 20 17 22 17 13 10 13 8 13 11 13 10 16 3 4
3,941,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,21 11 13 8 13 4 13 11 13 7 10 16 13 8 2 13 20 13 10 13 4 16 13 7 1
3,942,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,21 20 13 4 13 8 13 20 13 7 10 16 13 4 2 13 11 13 10 13 8 16 13 7 6
3,943,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,21 21 7 8 13 8 13 21 11 22 13 10 13 8 13 21 11 22 13 10 13 8 13 21 1
3,944,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,22 2 13 10 13 8 13 7 20 13 10 2 2 13 8 13 11 13 10 16 13 4 13 21 9
3,945,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,22 6 8 13 20 13 10 13 8 13 7 20 17 13 7 10 13 4 13 11 13 10 13 7 1
3,946,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,22 8 13 10 13 8 13 7 20 13 10 2 2 13 8 13 11 13 10 16 13 4 13 21 8
3,947,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,22 8 13 20 13 10 13 8 13 7 20 17 13 7 10 13 4 13 11 13 10 13 7 1 1
3,948,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,22 8 16 13 20 13 10 13 4 13 20 17 22 17 13 10 13 8 13 11 13 10 16 13 7
3,949,25,True,False,False,,True,True,2,2,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,22 13 4 13 4 13 11 13 7 10 16 13 8 2 13 20 13 10 13 4 16 13 7 10 3
3,950,25,True,False,False,,True,True,2,2,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,22 13 4 13 4 16 13 11 13 10 13 8 2 2 13 20 13 7 10 13 8 13 20 13 9
3,951,25,True,False,False,,True,True,2,2,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,22 13 4 13 8 16 13 20 13 10 13 4 2 2 13 11 13 7 10 13 4 13 11 13 9
3,952,25,True,False,False,,True,True,2,2,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,22 13 11 13 10 13 4 13 7 11 22 13 7 10 13 8 13 20 13 11 16 2 2 2 2
3,953,25,True,False,False,,True,True,2,2,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,22 13 11 13 10 13 8 13 11 22 17 22 13 10 13 4 13 20 13 10 16 13 20 3 4
3,954,25,True,False,False,,True,True,2,2,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,22 13 20 13 10 13 4 13 20 17 22 17 13 10 13 8 13 11 13 11 16 16 2 2 16
3,955,25,True,False,False,,True,True,2,2,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,22 13 21 7 8 13 8 13 7 20 13 10 2 2 13 8 13 11 13 10 16 13 4 13 9
3,956,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,22 15 4 13 4 13 11 13 7 10 16 13 8 2 13 20 13 10 13 4 16 13 7 10 2
3,957,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,22 15 4 13 4 16 13 11 13 10 13 8 2 2 13 20 13 7 10 13 8 13 20 13 8
3,958,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,22 15 4 13 8 16 13 20 13 10 13 4 2 2 13 11 13 7 10 13 4 13 11 13 8
3,959,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,22 16 13 11 13 10 13 8 13 11 22 17 22 13 10 13 4 13 20 13 20 16 16 2 2
3,960,25,True,False,False,,True,True,23,23,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,22 16 13 20 13 10 13 4 13 20 17 22 17 13 10 13 8 13 11 13 10 16 13 1 18
3,961,25,True,False,False,,True,True,22,22,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,22 17 2 13 10 13 4 13 7 11 13 10 2 2 13 4 13 20 13 10 16 13 8 13 9
3,962,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,22 17 13 7 10 13 4 13 11 13 10 13 1 1 1 4 13 11 13 10 13 4 13 7 21
3,963,25,True,False,False,,False,True,,25,0,1,25,kernel_db,burau-experiments/src/kernel_db.json,22 17 13 8 13 8 16 13 20 13 10 13 4 2 2 13 11 13 7 10 13 4 13 10 3
3,964,25,True,False,False,,True,True,24,24,1,2,25,kernel_db,burau-experiments/src/kernel_db.json,22 17 19 7 10 13 4 13 11 13 10 13 1 1 1 4 13 11 13 10 13 4 13 7 20
3,965,26,True,False,False,,False,True,,26,0,1,26,kernel_db,burau-experiments/src/kernel_db.json,2 16 13 11 13 10 13 6 6 8 13 7 11 13 10 13 6 8 16 13 11 13 11 16 3 4
3,966,26,True,False,False,,False,True,,26,0,1,26,kernel_db,burau-experiments/src/kernel_db.json,2 16 13 20 13 10 13 1 1 4 13 7 20 13 10 13 1 4 16 13 20 13 20 16 12 8
3,967,26,True,False,False,,False,True,,26,0,1,26,kernel_db,burau-experiments/src/kernel_db.json,4 2 16 13 11 13 10 13 6 6 8 13 7 11 13 10 13 6 8 16 13 11 13 11 16 3
3,968,26,True,False,False,,True,True,2,2,3,4,26,kernel_db,burau-experiments/src/kernel_db.json,7 4 16 13 20 13 10 13 4 13 20 17 22 17 13 10 13 8 13 11 13 20 16 13 18 6
3,969,26,True,False,False,,True,True,20,20,1,2,26,kernel_db,burau-experiments/src/kernel_db.json,7 7 4 16 13 11 13 10 13 8 13 11 22 17 22 13 10 13 4 13 20 13 11 16 13 8
3,970,26,True,False,False,,True,True,24,24,1,2,26,kernel_db,burau-experiments/src/kernel_db.json,7 7 7 8 16 13 8 13 11 13 10 2 13 4 16 13 7 20 13 10 13 8 13 21 7 8
